,Unnamed: 0,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons,rotten_tomatoes_rating
2242,143,Eddie Murphy: Delirious,1983,Not Rated,17 Aug 1983,69 min,Comedy,Bruce Gowers,Eddie Murphy,"Eddie Murphy, James Argiro","Eddie Murphy's raunchy, raucous stand-up comedy routine is captured for posterity on this tape.",English,USA,,https://m.media-amazon.com/images/M/MV5BMTQ5MDcyODU0Nl5BMl5BanBnXkFtZTcwMTgxNjA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",,8.2,"15,560",tt0085474,movie,06 Feb 2007,,,,True,,,83%
2244,145,A Walk Among the Tombstones,2014,R,19 Sep 2014,114 min,"Action, Crime, Drama, Mystery, Thriller",Scott Frank,"Lawrence Block (based on the novel by), Scott Frank (written for the screen by)","Liam Neeson, Maurice Compte, Patrick McDade, Luciano Acuna Jr.",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,"English, Spanish, Urdu, Russian",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQ3NzY2MTg1M15BMl5BanBnXkFtZTgwODY2Njk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.5,"108,481",tt0365907,movie,13 Jan 2015,,Universal Studios,,True,,,67%
2245,146,Dumb and Dumber To,2014,PG-13,14 Nov 2014,109 min,Comedy,"Bobby Farrelly, Peter Farrelly","Sean Anders, John Morris, Peter Farrelly, Bobby Farrelly, Bennett Yellin, Mike Cerrone, Bennett Yellin (based on characters created by), Peter Farrelly (based on characters created by), Bobby Farrelly (based on characters created by)","Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden","20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.","English, Cantonese",USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTYxMzA0MzAyMF5BMl5BanBnXkFtZTgwMjMyNjcwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,5.6,"123,974",tt2096672,movie,17 Feb 2015,,Universal Pictures,,True,,,30%
2246,147,The Darkest Dawn,2016,Not Rated,31 Oct 2016,76 min,Sci-Fi,Drew Casson,"Drew Casson, Jess Cleverly","Bethan Leadley, Cherry Wallis, Jess Cleverly, Sarah Perugia","The story of two sisters, as Britain descends into an alien apocalypse.",English,UK,1 win.,https://m.media-amazon.com/images/M/MV5BOGU3ZWQyODQtNmQwMS00ODRlLTgyYjktMmJkOWM4MGVkODFhXkEyXkFqcGdeQXVyNTAzMTExMjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",,4.0,"1,495",tt6017594,movie,,,,,True,,,-
2247,148,Pompeii,2014,PG-13,21 Feb 2014,105 min,"Action, Adventure, Drama, History, Romance",Paul W.S. Anderson,"Janet Scott Batchler (screenplay), Lee Batchler (screenplay), Michael Robert Johnson (screenplay)","Dylan Schombing, Jean-Francois Lachapelle, Rebecca Roberts, Kiefer Sutherland","A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",English,"Canada, Germany, USA, UK",9 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNDE2MTU3NzYwOF5BMl5BanBnXkFtZTgwOTY4NTk4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,5.5,"103,260",tt1921064,movie,20 May 2014,"$19,919,371",Sony Pictures,,True,,,27%
2248,149,Hungerford,2014,Not Rated,15 Apr 2018,79 min,"Horror, Sci-Fi",Drew Casson,"Drew Casson (created by), Jess Cleverly (created by), Drew Casson (screenplay by), Jess Cleverly (screenplay by), Sarah Perugia (screenplay by)","Georgia Bradley, Sam Carter, Drew Casson, Mark Cusack",The lives of a group of teenagers are turned upside down when their town is taken over by sinister forces.,English,UK,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNjc5Nzk3NTc2NV5BMl5BanBnXkFtZTgwMDIzODI2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",,3.8,"1,643",tt3552892,movie,,,,,True,,,-
2249,150,Monty Python's Life of Brian,1979,R,17 Aug 1979,94 min,Comedy,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle","Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth (Graham Chapman) spends his life being mistaken for a messiah.","English, Latin",UK,,https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,8.1,"350,530",tt0079470,movie,30 Apr 1999,,Warner Bros. Pictures,,True,,,95%
2250,151,Monty Python and the Holy Grail,1975,PG,25 May 1975,91 min,"Adventure, Comedy, Fantasy","Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam","King Arthur (Graham Chapman) and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","English, French, Latin",UK,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93.0,8.2,"481,116",tt0071853,movie,07 Sep 1999,,Almi Cinema 5,,True,,,97%
2253,154,Come Sunday,2018,TV-14,13 Apr 2018,106 min,Drama,Joshua Marston,"Marcus Hinchey, Russell Cobb (based on a radio story from WBEZ's This American Life,  reported by), Alex Blumberg (based on a radio story from WBEZ's This American Life,  produced by)","Chiwetel Ejiofor, Gerard Catus, Allie McCulloch, LaKeith Stanfield",Evangelist Carlton Pearson is ostracized by his church for preaching that there is no Hell.,English,USA,,https://m.media-amazon.com/images/M/MV5BMzAzNTUyNzYzNV5BMl5BanBnXkFtZTgwNjcwNzkwNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,5.9,"1,758",tt1690967,movie,13 Apr 2018,,Netflix,,True,,,68%
2255,156,Vampire Knight,2008–,TV-14,07 Apr 2008,30 min,"Animation, Action, Drama, Fantasy, Horror, Mystery, Romance",,,"Yui Horie, Mamoru Miyano, Laura Bailey, Troy Baker","Yuki Cross, along with her best friend Zero, attempts to keep the peace between humans and vampires at Cross Academy, but personal issues soon threaten the situation.",Japanese,Japan,,https://m.media-amazon.com/images/M/MV5BOTlkM2VhYzQtODAwYi00MWRhLThlYWItZjdmOGNlYzRkYjRjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,"4,017",tt1209393,series,,,,,True,,2.0,-
2256,157,Greg Davies: You Magnificent Beast,2018,TV-MA,10 Apr 2018,66 min,Comedy,Peter Orton,Greg Davies,"Greg Davies, The Phoenix Choir of Wales","British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special.",English,UK,,https://m.media-amazon.com/images/M/MV5BMWI1YzM1ZDEtODdhYy00NGYyLTlhYWQtMzdlYzBlYzUwOWE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,"1,203",tt8259682,movie,10 Apr 2018,,Netflix,,True,,,-
2258,159,Troy: Fall of a City,2018–,TV-MA,17 Feb 2018,60 min,"Action, Adventure, Fantasy, Romance, War",,David Farr,"Louis Hunter, Christiaan Schoombie, Bella Dayne, Chloe Pirrie","Retells the story of the 10 year siege of Troy, which occurred in the 12 or 13th century BC.",English,"UK, South Africa, Australia, USA",1 win.,https://m.media-amazon.com/images/M/MV5BZmQ1YWY0ZmQtZTNmNi00NDE5LWE2MDktMjc5NjM4N2IxNTI4XkEyXkFqcGdeQXVyODQyNDI4ODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",,3.8,"10,932",tt5103758,series,,,,,True,,1.0,-
2261,162,Seth Rogen's Hilarity for Charity,2018,TV-MA,06 Apr 2018,70 min,"Documentary, Comedy",Ryan Polito,"Seth Rogen, Sean O'Connor, Matthew Bass, Nate Fernald, Chase Mitchell, Zachary Rice, Alex Rubens, Beth Stelling","Benji Allonbe, Ike Barinholtz, Sacha Baron Cohen, Lakecia Benjamin",Seth Rogen hosts an evening of comedy to raise awareness for Alzheimer's disease.,English,USA,,https://m.media-amazon.com/images/M/MV5BODFlNTFiYWQtNmQ1My00ZTk3LTlhNzQtMWFkNTgxZThkMzQ4XkEyXkFqcGdeQXVyNjc5NTc1MTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",,5.0,"1,958",tt8178116,movie,,,,,True,,,-
2262,163,Amateur,2018,TV-MA,06 Apr 2018,96 min,"Drama, Sport",Ryan Koo,Ryan Koo,"Michael Rainey Jr., Tekola Cornetet, Hanna Longo, Walter Anaruk",A young basketball future star struggles with his personal life in pursuit of his dream.,English,USA,,https://m.media-amazon.com/images/M/MV5BZjc4ZmU4NGMtOTY2OS00NDBhLTg4YTAtNzk0OWM5MjMzNGI3XkEyXkFqcGdeQXVyMzI3NzQ0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",,5.9,"3,144",tt5580392,movie,06 Apr 2018,,Netflix,,True,,,60%
2263,164,6 Balloons,2018,TV-MA,06 Apr 2018,74 min,Drama,Marja-Lewis Ryan,Marja-Lewis Ryan,"Abbi Jacobson, Dave Franco, Charlotte Carel, Madeline Carel",A woman (Jacobson) learns her brother (Franco) has relapsed on heroin.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY1MjgyODM5NF5BMl5BanBnXkFtZTgwNTk2NzIwNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,5.8,"3,222",tt6142496,movie,06 Apr 2018,,Netflix,,True,,,86%
2265,166,Sun Dogs,2017,TV-MA,06 Apr 2018,94 min,"Comedy, Drama",Jennifer Morrison,Raoul McFarland,"Melissa Benoist, Jennifer Morrison, Allison Janney, Michael Angarano","A young man determined to be a military hero, ends up on a misguided adventure with his family and new friend Tally, which leads him to the most unlikely realization of how he can ...",English,"Mexico, USA",6 wins.,https://m.media-amazon.com/images/M/MV5BZGY1MDIyNTctNjEyMC00NWYwLWE4MzItNzI1MzJiNTkzNTg5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,6.2,"1,453",tt5665452,movie,06 Apr 2018,,,,True,,,80%
2266,167,Violet Evergarden,2018,TV-14,01 Jan 2018,24 min,"Animation, Drama, Fantasy, Sci-Fi",,,"Yui Ishikawa, Raissa Bueno, Aya Endô, Takehito Koyasu","In the aftermath of a great war, Violet Evergarden, a young female ex-soldier, gets a job at a writers' agency and goes on assignments to create letters that can connect people.","Japanese, English",Japan,,https://m.media-amazon.com/images/M/MV5BZmUzMThjOTItZGY4ZS00ODcwLTliNTMtYjVkM2JmY2QxNmRhXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",,8.5,"7,665",tt7078180,series,,,,,True,,1.0,-
2268,169,Behind the Curtain: Todrick Hall,2017,,12 Dec 2017,100 min,Documentary,Katherine Fairfax Wright,Katherine Fairfax Wright,"Wayne Brady, Brittanie Brant, Blair Carrizales, Virginia Cavaliere",Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.,English,USA,,https://m.media-amazon.com/images/M/MV5BOWVhNmRiNmEtZDU0OS00MTU4LThkZjktOGFmYzYzMGNjNDUzXkEyXkFqcGdeQXVyMjQ3MTMzNDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,191,tt6171960,movie,,,,,True,,,-
2269,170,Kick-Ass,2010,R,16 Apr 2010,117 min,"Action, Adventure, Comedy, Crime",Matthew Vaughn,"Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)","Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",English,"UK, USA",19 wins & 61 nominations.,https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.6,"511,610",tt1250777,movie,03 Aug 2010,"$20,000,000",Lionsgate,,True,,,76%
2270,171,Masha's Spooky Stories,2012,,,22 min,Animation,,,,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",English,"USA, Russia",,https://m.media-amazon.com/images/M/MV5BMmIwZTZhNTktNjcxMS00MGU0LTg3YTctYjVjZDA1ZTA5YjVkXkEyXkFqcGdeQXVyMjA4OTQ2OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",,4.9,13,tt6979430,series,,,,,True,,,-
2271,172,Scorpion,2014–2018,TV-14,22 Sep 2014,43 min,"Action, Crime, Drama, Thriller",,Nick Santora,"Elyes Gabel, Katharine McPhee, Eddie Kaye Thomas, Jadyn Wong",An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.,English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BYmY2MjY2MGQtYjhjZi00OGY3LWFjMWUtMGQxZmUyODkzZmVkXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,"44,352",tt3514324,series,,,,,True,,4.0,-
2272,173,Fary is the New Black,2018,TV-MA,03 Apr 2018,74 min,Comedy,Richard Valverde,"Kader Aoun, Jason Brokerss, Fary",Fary,"Fashion faux pas, loving traps, racism - The French rising star of laughter, Fary analyzes the pitfalls of modern life and society with a lot of humor.",French,France,,https://m.media-amazon.com/images/M/MV5BZTY4NzY3YmUtZmY2Ni00ZjU4LTlmZjEtMjkwNmZlOTE5YTkyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,70,tt8201924,movie,,,,,True,,,-
2273,174,Anthony Joshua: The Road to Klitschko,2017,TV-14,25 Apr 2017,59 min,"Documentary, Biography, Sport",Tim MacKenzie-Smith,,"Noel Clarke, Anthony Joshua","Follows the IBF World Heavyweight champion over the course of two years as he prepares for the biggest fight of his career, how he rose to the pinnacle of his sport and how he relaxes away from the ring.",English,UK,,https://m.media-amazon.com/images/M/MV5BMjQ4ODEzNjAtMjNjYi00OGY1LTg3MjItYzQ4NjNhM2ZkZDliXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,395,tt6815538,movie,,,,,True,,,-
2275,176,Maria Sharapova: The Point,2017,,20 Jun 2017,55 min,"Documentary, Biography","Lisa Lax, Nancy Stern Winters",,Maria Sharapova,Excited to share with you a documentary piece that was filmed about my 15-month journey to get my career back. It's a strange feeling having a crew follow you around-it's almost like your ...,"English, Russian",USA,,https://m.media-amazon.com/images/M/MV5BMGM0NjBlZjktODM3My00YTkyLThjOTYtYjQzZDdjYjBjNDkxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",,5.8,192,tt7065674,movie,,,,,True,,,-
2276,177,Fate/Apocrypha,2017,TV-MA,02 Jul 2017,24 min,"Animation, Action, Drama, Fantasy",,,"Natsuki Hanae, Maaya Sakamoto, Rumi Okubo, Zach Aguilar",In an alternate universe the theft of the Holy Grail 50 years previously ushers in a new conflict between the Mages Association and the rebellious Ygdillemna Family. With the activation of ...,Japanese,Japan,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNmQwYTMzY2QtZTliMS00MGY0LTk0ODMtOWRlYjMyYzk0MjYxXkEyXkFqcGdeQXVyNzA2MTUzMzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"1,398",tt6424454,series,,,,,True,,1.0,-
2277,178,Conan the Barbarian,2011,R,19 Aug 2011,113 min,"Action, Adventure, Fantasy",Marcus Nispel,"Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood, Robert E. Howard (character of Conan)","Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman",A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36.0,5.2,"92,997",tt0816462,movie,22 Nov 2011,"$21,300,000",Lionsgate,,True,,,25%
2278,179,Costa!,2001,,01 Mar 2001,95 min,"Comedy, Romance",Johan Nijenhuis,"Wijo Koek (screenplay), Wijo Koek (story), Johan Nijenhuis (story)","Georgina Verbaan, Daan Schuurmans, Katja Schuurman, Kürt Rogiers","The story about a wild week at the Spanish coast. Romance at the beach, competition on the dance floor. Salty water, sweet kisses...",Dutch,Netherlands,1 win.,https://m.media-amazon.com/images/M/MV5BMjE4OTc2MTIyOF5BMl5BanBnXkFtZTcwMjMyMzMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",,4.6,"2,313",tt0270891,movie,,,,,True,,,-
2279,180,Gamer,2009,R,04 Sep 2009,95 min,"Action, Sci-Fi, Thriller","Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Gerard Butler, Amber Valletta, Michael C. Hall, Kyra Sedgwick","In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTkzMDU0NTg3MF5BMl5BanBnXkFtZTcwNzU1MjU1Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27.0,5.8,"127,188",tt1034032,movie,18 Jan 2010,"$20,488,579",Lionsgate Films,,True,,,30%
2281,182,One Punch Man,2015–,TV-PG,01 Oct 2015,24 min,"Animation, Action, Comedy, Fantasy, Sci-Fi",,,"Makoto Furukawa, Kaito Ishikawa, Max Mittelman, Zach Aguilar","The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch.","Japanese, English",Japan,,https://m.media-amazon.com/images/M/MV5BMzQxMzE5NzM2NV5BMl5BanBnXkFtZTgwMDQ4NTUyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",,8.8,"99,306",tt4508902,series,,,,,True,,2.0,-
2283,184,A Sort of Family,2017,,01 Apr 2018,95 min,"Crime, Drama, Thriller",Diego Lerman,"Diego Lerman, María Meira","Bárbara Lennie, Daniel Aráoz, Claudio Tolcachir, Paula Cohen","A woman flies from Buenos Aires to be present for the birth of the child she has arranged to adopt. When the child is born, she is confronted with a demand from the biological mother's ...",Spanish,"Argentina, Brazil, France, Poland, Germany, Denmark",6 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMzAzZjkxNjYtYzljMy00MGYxLTk0NGItYTkzYTNkNTM1NmUzXkEyXkFqcGdeQXVyNzM0MjgxMDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,512,tt6386168,movie,,,,,True,,,-
2284,185,Deep Water,2016,Not Rated,,55 min,"Crime, Drama, Mystery",,,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack","When a young gay man is brutally murdered near Bondi Beach, Detectives Tori Lustigman and Nick Manning are assigned to investigate. After more bodies are found, Tori links the deaths to a series of murders of gay men in the 1980s and '90s.",English,Australia,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTdkMzdkMmUtNDNlOS00YWFhLWIxMDYtOGM2NzljZTkwNGYzL2ltYWdlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,6.9,"2,340",tt6001964,series,,,,,True,,1.0,-
2285,186,Fallet,2017–,,,28 min,"Comedy, Crime",,"Erik Hultkvist, Rikard Ulvshammar","Adam Godley, Lisa Henni, Lia Boysen, Christoffer Nordenrot",British and Swedish police join forces to solve a case.,Swedish,Sweden,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZDEwYTYxOTAtYWNiZS00MzQ0LTk2MjItNjVjMDI1NzJjYzJhXkEyXkFqcGdeQXVyNDEwNjM0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,"1,225",tt6433844,series,,,,,True,,,-
2286,187,Loaded,2017–,,17 Jul 2017,41 min,"Comedy, Drama",,,"Jim Howick, Samuel Anderson, Nick Helm, Jonny Sweet","Four friends who become multi-millionaires when they sell their video game company for a clean £246 million and overnight, the four friends are transformed from ""people who play games"" to ""serious players in the game..."" - or are they?",English,UK,,https://m.media-amazon.com/images/M/MV5BOTZlODU3ZDUtNTcyYi00YzhkLWEyYzAtNmQzYjA2MmFjMDFiXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"1,024",tt6210192,series,,,,,True,,1.0,-
